Feature,Average SHAP Value,Abs Mean SHAP (Net directional)
occ_57.0,4.778006993372004e-05,4.778006993372004e-05
occ_58.0,0.0,0.0
occ_59.0,2.9777308052032616e-05,2.9777308052032616e-05
occ_60.0,1.084793065595298e-05,1.084793065595298e-05
occ_61.0,0.0002954994068361224,6.416839587596887e-05
occ_62.0,0.0,0.0
occ_63.0,0.0,0.0
occ_64.0,0.0,0.0
occ_70.0,9.947311259744614e-05,7.968895738421814e-06
occ_71.0,0.0,0.0
occ_72.0,5.617030874424928e-06,5.617030874424928e-06
occ_73.0,2.0029075393176664e-05,2.0029075393176664e-05
occ_74.0,0.0,0.0
occ_75.0,5.658317960604395e-06,5.658317960604395e-06
occ_77.0,3.3809952933637453e-06,3.252093282028569e-07
occ_79.0,0.0,0.0
occ_80.0,0.0,0.0
occ_81.0,0.0,0.0
occ_82.0,0.0,0.0
occ_83.0,5.1202586263495936e-05,5.1202586263495936e-05
occ_84.0,0.0,0.0
occ_85.0,0.00010587719878971372,7.0620337590013346e-06
occ_86.0,0.0,0.0
occ_87.0,0.0,0.0
occ_88.0,1.3555519679371377e-06,1.3555519679371377e-06
occ_89.0,0.0,0.0
occ_92.0,9.561312097221278e-07,9.561312097221278e-07
occ_93.0,0.00015295574424098086,2.0020443091571133e-05
occ_94.0,0.0,0.0
occ_95.0,6.008099898350927e-05,6.616195456532492e-07
occ_96.0,6.7741843103015e-06,6.7741843103015e-06
occ_97.0,0.000327081207023804,1.5193824867244157e-05
occ_98.0,0.0,0.0
occ_99.0,0.00016425219822074113,1.1953664021435436e-05
occ_101.0,0.0,0.0
year_1972.0,0.00021341650374982144,7.747812435102564e-05
year_1973.0,9.298926492311913e-05,1.0003648265764539e-05
year_1974.0,3.4721956409874503e-05,7.900406907794938e-06
year_1975.0,0.00017725600930829923,5.470175752123332e-05
year_1976.0,0.0001253249647944311,3.030739176458326e-06
year_1977.0,0.00011614941182940986,1.8422079194153965e-05
year_1978.0,0.00016298585018823154,7.339942057465095e-06
year_1979.0,2.6684127032629662e-05,1.3926903527543961e-05
year_1980.0,0.0,0.0
year_1981.0,2.263321213569826e-05,7.075564355794985e-07
year_1982.0,0.0,0.0
year_1983.0,1.1614697679470234e-05,2.54135138070108e-06
year_1984.0,8.423180100007218e-06,4.604880956948932e-06
year_1985.0,2.5758443748469427e-05,1.8613082978168112e-06
year_1986.0,3.985636909881375e-05,2.407096871621676e-06
year_1987.0,0.0,0.0
year_1988.0,9.169555915844004e-06,1.6580294619857465e-06
year_1989.0,6.839366087047245e-05,4.336037998477314e-06
year_1990.0,6.184403956428396e-05,1.612435552473561e-05
year_1991.0,0.0001792246081274226,1.1734619701059771e-05
year_1992.0,0.00010408378047107747,7.301146888246061e-06
year_1993.0,5.2459396095454884e-05,7.90267459783862e-06
year_1995.0,1.072264587750244e-05,1.0773833347628943e-07
year_1997.0,5.4809549449872126e-05,2.8854446239835948e-05
year_1999.0,0.00020845681933911564,0.00011399026285693144
year_2001.0,0.00018271828202808094,3.290744074523797e-05
year_2003.0,9.028090600148583e-05,9.028090600148583e-05
year_2005.0,0.00023130273212437338,2.3925083360315316e-05
year_2007.0,0.0004072833800299546,2.885124297736791e-05
year_2009.0,0.0005045758684243517,5.832609306729688e-05
year_2011.0,0.0001896900732515933,2.158345616645071e-05
year_2013.0,0.0,0.0
year_2015.0,0.0,0.0
year_2017.0,4.506288177679062e-05,4.506288177679062e-05
censdiv_0.0,2.466646485670651e-05,2.466646485670651e-05
censdiv_1.0,8.450747010870372e-05,1.5227698148318025e-05
censdiv_2.0,1.3074494861910651e-05,8.235125721415986e-07
censdiv_3.0,0.00014769313277086113,1.767556736911027e-05
censdiv_4.0,5.8393966597131865e-05,1.247697424877381e-05
censdiv_5.0,0.00017325011757563836,1.4369042315548886e-05
censdiv_6.0,0.00021003818722949524,1.7182286905771363e-05
censdiv_7.0,0.0006425033089471982,6.699352729885515e-05
censdiv_8.0,0.00024980149968865055,8.430325123616498e-06
censdiv_9.0,0.00022372269737345343,2.979204909273889e-05
cohort_10.0,0.0017157084730343014,8.422830894412389e-05
cohort_20.0,0.00012309318591741152,6.040547208205301e-06
cohort_30.0,0.0,0.0
cohort_40.0,0.0003192526556174069,6.466913466906988e-05
twoind_0.0,0.0013729119325075697,8.722439215381559e-06
twoind_1.0,0.000185213876773122,5.113870961810835e-05
twoind_2.0,0.0,0.0
twoind_3.0,0.0001427039477832085,4.9159334555304184e-05
twoind_4.0,7.176477779299097e-05,7.0128120090365756e-06
twoind_5.0,4.5823782343978444e-05,6.851180965597851e-06
twoind_6.0,0.0,0.0
twoind_7.0,9.01549651987767e-05,1.8430293011311413e-05
twoind_8.0,0.0,0.0
twoind_9.0,3.4270639464677643e-05,5.386230429695238e-06
twoind_10.0,2.137294422535235e-05,3.643980635548265e-06
twoind_11.0,0.00010883148276488334,1.5457061131160038e-05
twoind_12.0,0.00010101497421524016,3.063197054232625e-05
twoind_13.0,0.00012603093901763065,5.2528398836191335e-06
twoind_14.0,0.0003842586393186369,3.597188415634465e-05
twoind_15.0,0.00024458147144462716,9.964697561322839e-05
twoind_16.0,0.00011724074422188665,1.7257084180613604e-06
twoind_18.0,0.00040031862334465436,0.00010036069124804442
twoind_19.0,0.0,0.0
twoind_20.0,3.770728601026991e-05,1.7149264598110113e-05
twoind_21.0,0.00011956352240103787,6.8288538027281424e-06
twoind_22.0,0.00012618706091693227,1.553435747759957e-05
twoind_23.0,0.00016220875655575303,2.8877424092885658e-05
twoind_24.0,0.00018568125291511362,5.554026910880483e-05
twoind_25.0,9.967702994607449e-06,2.6904218491374395e-07
twoind_27.0,5.58251356762776e-05,1.80517819486961e-06
twoind_28.0,0.00014939195910943667,5.188507634642003e-06
twoind_29.0,0.00012336786115115826,0.00012336786115115826
twoind_30.0,0.0007155708105341937,3.174686279696529e-05
twoind_31.0,3.472262103632509e-05,8.601051844711156e-06
twoind_32.0,0.0,0.0
twoind_33.0,0.0003379812630135388,0.00012635303336222686
twoind_34.0,1.9417982578296115e-05,1.9417982578296115e-05
EDU1,0.0,0.0
EDU2,0.0007041452640475569,1.685170252764725e-05
EDU3,0.0009849272087761143,0.00015190253205006675
EDU4,0.0,0.0
