Feature,Average SHAP Value,Abs Mean SHAP (Net directional)
year_1992.0,0.00021265806311519236,4.512514830009734e-05
year_1993.0,0.0003985454505353334,9.348583407279858e-05
year_1995.0,0.0003997666183650574,0.00018878698706556327
year_1997.0,6.25291791214172e-05,6.25291791214172e-05
year_1999.0,8.533640395817374e-05,1.911884079775242e-05
year_2001.0,0.00046913392530876087,0.00011510767882051455
year_2003.0,2.1648415594927782e-05,7.822410600149524e-06
year_2005.0,0.00046336225335617527,3.2082475678360195e-05
year_2007.0,0.00033803954319036573,9.041662777109772e-05
year_2009.0,0.00024310719185345394,0.00012926301049762681
year_2011.0,0.00018280104722878006,3.9207336153380135e-05
year_2013.0,3.4571411086975074e-06,1.3911170811045983e-06
year_2015.0,0.0003933309171393874,4.61768879083595e-05
year_2017.0,0.0001432164803092193,0.0001432164803092193
year_2019.0,4.3951123108833e-05,4.3951123108833e-05
censdiv_0.0,3.889996653724688e-05,3.889996653724688e-05
censdiv_1.0,7.229455274696579e-05,2.5012823803249718e-05
censdiv_2.0,0.0,0.0
censdiv_3.0,9.035167775838943e-06,6.373936530880969e-07
censdiv_4.0,0.0006751518026704303,2.4560075357090334e-05
censdiv_5.0,0.0007804011286885133,7.939202480397656e-06
censdiv_6.0,0.00022504479087117173,3.625508824455753e-05
censdiv_7.0,0.0,0.0
censdiv_8.0,0.00032383575748088684,9.120068111711492e-05
censdiv_9.0,0.00018019457625667487,2.4083942667055546e-05
cohort_10.0,3.603220895171651e-05,5.2610232538016e-06
cohort_20.0,7.964845992744126e-06,1.0202831148980463e-06
cohort_30.0,1.6359339196158906e-05,1.9272704421993017e-06
cohort_40.0,0.0009405458895900563,5.912325159078827e-05
twoind_0.0,0.00464162120628514,0.002138109564044847
twoind_1.0,0.00047700313537708675,8.828076717399093e-05
twoind_2.0,0.0,0.0
twoind_3.0,0.00038206439623421026,0.00016937370389262678
twoind_4.0,1.6208565524811467e-05,1.8960288071197738e-06
twoind_5.0,0.0002489154995871169,4.1814024131844055e-05
twoind_6.0,2.771848249328884e-05,2.771848249328884e-05
twoind_7.0,7.374167464586016e-06,7.374167464586016e-06
twoind_8.0,0.0,0.0
twoind_9.0,6.026741834277011e-05,7.983853790756949e-06
twoind_10.0,0.00015358939636782198,2.768698564595813e-05
twoind_11.0,0.00018022103313866265,2.2345951239114906e-05
twoind_12.0,0.00011170826267564498,2.5388827973613883e-05
twoind_13.0,0.00014592463166599967,6.796633664188398e-06
twoind_14.0,0.0003077419317809331,3.2649778649444535e-05
twoind_15.0,0.0005962071725766124,0.00014109112407426723
twoind_16.0,0.0,0.0
twoind_18.0,0.0003221985281262984,5.047267972145794e-05
twoind_19.0,9.143282198287721e-07,9.143282198287721e-07
twoind_20.0,0.0002352347620110376,2.0906013019265963e-05
twoind_21.0,0.0002490358165878166,3.923044268540068e-05
twoind_22.0,0.0,0.0
twoind_23.0,4.6148273748505586e-05,4.6148273748505586e-05
twoind_24.0,8.501011473042977e-05,8.501011473042977e-05
twoind_25.0,5.287839274106398e-05,1.4529940564469784e-06
twoind_27.0,0.00030153163110557666,1.8574717839517495e-05
twoind_28.0,0.000148212286365686,4.316579703214383e-06
twoind_29.0,0.00014383559366738788,0.00014383559366738788
twoind_30.0,0.001933803786070061,0.0005228792823190412
twoind_31.0,6.820677070739714e-05,1.8961191129903147e-05
twoind_32.0,0.0,0.0
twoind_33.0,0.0008186618063749893,7.986539030775864e-06
twoind_34.0,4.224260284690876e-06,4.224260284690876e-06
agebin_1.0,2.983038811919503e-05,3.4948062771851332e-06
agebin_2.0,0.0007394762633462883,0.00010626420758472239
agebin_3.0,8.148732796368411e-06,2.167961823255431e-06
agebin_4.0,0.0,0.0
agebin_5.0,0.00013491785737926545,1.319794310148889e-05
EDU1,0.0016078942885382613,4.603708493717748e-05
EDU2,0.001702046026889118,0.00011401347656012358
EDU3,0.0029554279537976984,0.00080068932066525
EDU4,0.0009273797469657659,0.00031606834857667395
